Code,Name,Model,Size,RACKNO,Sale_rate,GST_rate,Brand_name,Lingam_stock,Kumari_stock
"41041X036","SEAL KIT SOL VALVE NH1X","","",null,6289,18,"ELGI ROCD SPARES",0,0
"41041X037","KIT CCVA NH1X","","",null,13044,18,"ELGI ROCD SPARES",0,0
"41041X038","GASKET KIT WATER PIPING NH1X","","",null,770,18,"ELGI ROCD SPARES",0,0
"41041X039","GASKET KIT AIR PIPING NH1X","","",null,3220,18,"ELGI ROCD SPARES",0,0
"41041X040","GASKET KIT GEARCASE NH1X","","",null,2688,18,"ELGI ROCD SPARES",0,0
"41041X041","GASKET KIT COOLERS NH1X","","",null,7973,18,"ELGI ROCD SPARES",0,0
"41041X042","AUTO DRAIN TRAP","OFSAC","",null,11731,18,"ELGI ROCD SPARES",0,0
"41041X044","EXHAUST FAN 15\" 1400 3PH","","",null,13286,18,"ELGI ROCD SPARES",0,0
"41041X100","SLEEVE NH1X","","",null,1586,18,"ELGI ROCD SPARES",0,0
"41041X101","PLATE BRG HOLDING NH1X","","","I78/F",594,18,"ELGI ROCD SPARES",0,0
"41041X102","GASKET END COVER NH1X","","","",320,18,"ELGI ROCD SPARES",0,0
"41041X103","GASKET COVER GEAR FREE END","","","",359,18,"ELGI ROCD SPARES",0,0
"41041X104","SPACER NH1X","","",null,1911,18,"ELGI ROCD SPARES",0,0
"41041X106","KEY GEAR SHAFT NH1X","","",null,795,18,"ELGI ROCD SPARES",0,0
"41041X116","GASKET I/C A/C NH1X","","",null,834,18,"ELGI ROCD SPARES",0,0
"41041X124","GASKET CCVA NH1X","","",null,177,18,"ELGI ROCD SPARES",0,0
"41041X125","BUSH BRG BLOW OFF CHAMFER CCVA","","",null,2460,18,"ELGI ROCD SPARES",0,0
"41041X126","BUSH BRG THROTTLE SHAFT CCVA","","",null,2408,18,"ELGI ROCD SPARES",0,0
"41041X144","NOZZLE OIL ASSY NH1X","","",null,1567,18,"ELGI ROCD SPARES",0,0
"41041X152","COVER WITH SOCKET NH1X","","",null,1734,18,"ELGI ROCD SPARES",0,0
"41041X155","PISTON CCVA NH1X","","",null,3603,18,"ELGI ROCD SPARES",0,0
"41041X156","DISC VALVE CCVA NH1X","","",null,2351,18,"ELGI ROCD SPARES",0,0
"41041X157","O-RING ID55.6 X 5.7","","",null,420,18,"ELGI ROCD SPARES",0,0
"41041X158","PINION CCVA","","",null,11628,18,"ELGI ROCD SPARES",0,0
"41041X162","SEALING RING CCVA NH1X","","",null,1485,18,"ELGI ROCD SPARES",0,0
"41041X178","PACKING 1\"","","",null,301,18,"ELGI ROCD SPARES",0,0
"41041X183","PACKING 1 1/4\"","","",null,301,18,"ELGI ROCD SPARES",0,0
"41041X188","PACKING 1 1/2\"","","",null,444,18,"ELGI ROCD SPARES",0,0
"41041X222","CLIP ON GASKET","","",null,1739,18,"ELGI ROCD SPARES",0,0
"41041X225","SCREW ON HINGE","","",null,3345,18,"ELGI ROCD SPARES",0,0
"41041X230","KEY DOUBLE BIT DB5K","","",null,1256,18,"ELGI ROCD SPARES",0,0
"41041X233","GASKET I/C - A/P 1","","","I 54/D",616,18,"ELGI ROCD SPARES",0,0
"41041X234","GASKET A/P 1-AIR BLOCK 2ND","","",null,570,18,"ELGI ROCD SPARES",0,0
"41041X235","GASKET A/P 2-AFTER COOLER","","",null,603,18,"ELGI ROCD SPARES",0,0
"41041X236","GASKET SIL HOUS-CHECK VALVE","","",null,570,18,"ELGI ROCD SPARES",0,0
"41041X237","GASKET DIFFUSER - AIR BLOCK","","",null,358,18,"ELGI ROCD SPARES",0,0
"41041X238","GASKET SILENCER - A/P3 CCVA","","","",317,18,"ELGI ROCD SPARES",0,0
"41041X239","GASKET CCVA - A/P 4","","","",341,18,"ELGI ROCD SPARES",0,0
"41041X240","GASKET A/P4 - BLOWOFF SILENCER","","",null,360,18,"ELGI ROCD SPARES",0,0
"41041X241","GASKET A/P 5","","",null,429,18,"ELGI ROCD SPARES",0,0
"41041X242","GASKET AFTER COOLER - A/P5","","","I 54/D",429,18,"ELGI ROCD SPARES",0,0
"41041X243","GASKET DIFFUSER - SILENCER","","",null,292,18,"ELGI ROCD SPARES",0,0
"41041X265","O RING COOLERS","","",null,3735,18,"ELGI ROCD SPARES",0,0
"41041X268","GASKET OIL SUCTION FLANGE","","",null,215,18,"ELGI ROCD SPARES",0,0
"41041X269","GASKET BREATHER","","","",506,18,"ELGI ROCD SPARES",0,0
"41041X270","GASKET GEARCASE COVER TOP","","","",772,18,"ELGI ROCD SPARES",0,0
"41041X271","GASKET GEARCASE COVER BOTTOM","","","",1392,18,"ELGI ROCD SPARES",0,0
"41041X272","GASKET I/C AIR BLOCK 1ST","","",null,1250,18,"ELGI ROCD SPARES",0,0
"41041X280","GASKET CCVA FIXING NH1X","","",null,144,18,"ELGI ROCD SPARES",0,0
"410420021","EXHAUST FAN 18\" 1400 3PH","","",null,19815,18,"ELGI ROCD SPARES",0,0
"410420174","DIFFUSER ASSY","","",null,3459,18,"ELGI ROCD SPARES",0,0
"410420184","ADAPTOR TEMP GAUGE","","",null,9049,18,"ELGI ROCD SPARES",0,0
"410420205","GASKET ADAPTOR 1STAGE","","","",11073,18,"ELGI ROCD SPARES",0,0
"410431118","SLEEVE, GEARCASE SIDE NH31","","",null,2916,18,"ELGI ROCD SPARES",0,0
"410431135","DIFFUSER ASSY NH31","","",null,15185,18,"ELGI ROCD SPARES",0,0
"410431162","KEY GEAR SHAFT NH31","","",null,17790,18,"ELGI ROCD SPARES",0,0
"412400001","KIT CHECK VALVE - 143EH3","","",null,35436,18,"ELGI ROCD SPARES",0,0
"412400262","GASKET KIT, OILCOOLER - NH31","","",null,7290,18,"ELGI ROCD SPARES",0,0
"412400289","PASS PARTITION P20","","","",14869,18,"ELGI ROCD SPARES",0,0
"412400291","SEAL KIT DIRECTION CONTROL VAL","","",null,706,18,"ELGI ROCD SPARES",0,0
"412400292","SOLENOID COIL DIR CONTROL VALV","","",null,7237,18,"ELGI ROCD SPARES",0,0
"412400293","SEAL KIT GEAR PUMP 66.5 LPM","OFSAC","",null,4430,18,"ELGI ROCD SPARES",0,0
"412400294","SEAL KIT GEAR PUMP 95.5 LPM","","",null,7231,18,"ELGI ROCD SPARES",0,0
"413400478","MESH - MOIST SEPARATOR","","","I78/F",7723,18,"ELGI ROCD SPARES",0,2
"413400480","'O'-RING TUBE BUNDLE","","","",3405,18,"ELGI ROCD SPARES",0,0
"413400481","GASKET - MIST SEPARATOR","","","",4494,18,"ELGI ROCD SPARES",0,0
"415300129","PIPE ASSY AFTERCOOLER INLET","","",null,22305,18,"ELGI ROCD SPARES",0,0
"415300130","PIPE ASSY AFTERCOOLER OUTLET","","",null,25629,18,"ELGI ROCD SPARES",0,0
"415300390","SILENCER DISCHARGE HT 3-3KV","","",null,52341,18,"ELGI ROCD SPARES",0,0
"415300449","HOSE FLEX WATER AC IN/OUT","","",null,15952,18,"ELGI ROCD SPARES",0,0
"415300910","HOUSING SILENCER M/C HB TT","","",null,19933,18,"ELGI ROCD SPARES",0,0
"415301381","HOSE ASSY. O/C TO 2ND AB","","",null,13381,18,"ELGI ROCD SPARES",0,0
"415301832","HOSE ASSY - GC TO OP","","",null,7112,18,"ELGI ROCD SPARES",0,0
"415400114","GASKET,2ND STAGE AB INLET","","",null,305,18,"ELGI ROCD SPARES",0,0
"415400236","BALL BEARING ANG CONTACT 7222","","",null,55509,18,"ELGI ROCD SPARES",0,0
"415400270","OIL SEAL 130 X 160 X 14 NH42","","",null,7940,18,"ELGI ROCD SPARES",0,0
"415400283","STRAINER OIL NH42","","",null,6097,18,"ELGI ROCD SPARES",0,0
"415400287","MESH MOIST SEPARATOR NH42","","",null,18167,18,"ELGI ROCD SPARES",0,0
"415400327","GASKET IC TO PLATE NH31","","",null,383,18,"ELGI ROCD SPARES",0,0
"415400338","GASKET ADAPTR PLATE CCVA NE265","","",null,430,18,"ELGI ROCD SPARES",0,0
"415400454","GASKET, I A/E TO PIPE ASSY I/C","","",null,301,18,"ELGI ROCD SPARES",0,0
"415400497","GASKET, I A/E OUTLET PIPE ASSY","","",null,220,18,"ELGI ROCD SPARES",0,0
"415400498","GASKET, II A/E INLET PIPE ASSY","","",null,220,18,"ELGI ROCD SPARES",0,0
"415400545","GASKET, ADAPTOR PLACE CCVA","","",null,268,18,"ELGI ROCD SPARES",0,0
"990401200","INNER RING, BEARING, 20-","","",null,5664,5,"ELGI ROCD SPARES",0,0
"990401970","O RING 34.5X2.65, TV BORE","","",null,1622,18,"ELGI ROCD SPARES",0,0
"990401980","O RING 64.77X2.62, TV FACE","","",null,6032,18,"ELGI ROCD SPARES",0,0
"990401990","O RING 17.16X2.62, MPV BORE","","",null,9896,5,"ELGI ROCD SPARES",0,0
"A010013","VALVE ASSY, MPV 2\"","","","",13325,18,"ELGI ROCD SPARES",0,0
"A010016","STRAINER ASSY, ORL, 1/4\"NPT","","","",2554,18,"ELGI ROCD SPARES",0,0
"A010017","RETN LINE OIL SIGHT GLASS 1/4\"","","","I78/B",3486,18,"ELGI ROCD SPARES",0,0
"A010018","GLASS, OIL SIGHT, 1 1/2\"NPT","","","I78/B",2460,18,"ELGI ROCD SPARES",0,1
"A010019","VALVE ASSY PR.RELIEF 1/2IN","","","I63/C",1631,18,"ELGI ROCD SPARES",0,5
"A010020","VALVE ASSY PR RELIEF 1 1/2\"NPT","COMMON","",null,7071,5,"ELGI & ATS ELGI SPARES",0,0
"A010029","VALVE BLOW DOWN 1/2NPT","","","I80/E",6500,18,"ELGI ROCD SPARES",0,3
"A010031","SILENCER; BLOWDOWN; 1/2\"NPT","","","",845,18,"ELGI ROCD SPARES",0,0
"A010033","ACTUATOR ASSY; DOUBLE ACTING","","","",20338,18,"ELGI ROCD SPARES",0,0
"A010041","VALVE THERMAL 3/4\"NPT E10 EPDP","","","",23160,18,"ELGI ROCD SPARES",0,0
"A010042","VALVE ASSY BD/SD 1/2 INCH NPT","","","",8341,18,"ELGI ROCD SPARES",0,0
"A010051","WATER SEPARATOR MS185(DH)","","",null,37084,18,"ELGI ROCD SPARES",0,0
"A010052","WATER SEPARATOR MS365","","","",75821,18,"ELGI ROCD SPARES",0,0
"A010102","MOISTURE SEPARATOR MS 100 (DH)","","","I75/D",23354,18,"ELGI ROCD SPARES",0,1
"A010103","MOISTURE SEPARATOR MS150(DH)","","","I75/D",29438,18,"ELGI ROCD SPARES",0,0
"A010105","INTAKE VALVE ASSY 4\"","","","",83326,18,"ELGI ROCD SPARES",0,0
"A010106","VALVE AIR INTAKE 6\"AIRCON","","","",247197,18,"ELGI ROCD SPARES",0,0
"A010107","VALVE ASSY PR.RELIEF 1\"","","","I63/C",1890,18,"ELGI ROCD SPARES",0,0
"A010112","FAN ASSY 610 24","","","",9118,18,"ELGI ROCD SPARES",0,0
"A010269","INTAKE VALVE ASSY 2.5\" 10 S","10S HORIZON","",null,7212,5,"ELGI ROCD SPARES",0,0
"A010270","INTAKE VALVE ASSY 3\" 12 S","12S HORIZON","",null,7949,5,"ELGI ROCD SPARES",0,0
"A010271","FAN ASSY 22","","","",6854,18,"ELGI ROCD SPARES",0,0
"A010278","VALVE BLOW DOWN 3/8\"NPT EPSAC","","","",2985,18,"ELGI ROCD SPARES",0,0
"A010345","BLOW DOWN VALVE-7/8 UNF","","","I80/E",3076,18,"ELGI ROCD SPARES",0,3
"A010364","FAN ASSY 18.5 INCH","","","",4391,18,"ELGI ROCD SPARES",0,0
"A010388","DCV RETROFIT KIT FOR 20/16 TAN","","","",32714,18,"ELGI ROCD SPARES",0,0
"A010390","25S REPLACEMENT KIT","","",null,26398,18,"ELGI ROCD SPARES",0,0
"A019002","GEAR GRP E10 1.15:1","","",null,115774,18,"ELGI ROCD SPARES",0,0
"A019005","GEAR GRP E10 1.51:1","","",null,104168,18,"ELGI ROCD SPARES",0,0
"A019006","GEAR GRP E10 1.73:1","","",null,105163,18,"ELGI ROCD SPARES",0,0
"A019007","GEAR GRP E10 1.94:1","","",null,104168,18,"ELGI ROCD SPARES",0,0
"A019008","GEAR GRP E10 2.03:1","","","",104168,18,"ELGI ROCD SPARES",0,0
"A019009","GEAR GRP E10 2.15:1","","",null,102185,18,"ELGI ROCD SPARES",0,0
"A019010","GEAR GRP E10 2.35:1","","","",106153,18,"ELGI ROCD SPARES",0,0
"A019011","GEAR GRP E10 2.56:1","","","",102185,18,"ELGI ROCD SPARES",0,0
"A019012","GEAR GRP E10 2.84:1","","",null,102185,18,"ELGI ROCD SPARES",0,0
"A019013","GEAR GRP E10 3.04:1","","","",103179,18,"ELGI ROCD SPARES",0,0
"A019014","GEAR GRP E10 3.16:1","","","",103179,18,"ELGI ROCD SPARES",0,0
"A019015","GEAR GRP E10 3.32:1","","","",102185,18,"ELGI ROCD SPARES",0,0
"A019016","GEAR GRP E10 3.52:1","","","",102185,18,"ELGI ROCD SPARES",0,0
"A019017","GEAR GRP E10 3.70:1","","","",102185,18,"ELGI ROCD SPARES",0,0
"A019028","GEAR GRP E12 1.51:1","","","",107548,18,"ELGI ROCD SPARES",0,0
"A019029","GEAR GRP E12 1.62:1","","","",107548,18,"ELGI ROCD SPARES",0,0
"A019030","GEAR GRP E12 1.76:1","","","",108592,18,"ELGI ROCD SPARES",0,0
"A019031","GEAR GRP E12 1.91:1","","","",110680,18,"ELGI ROCD SPARES",0,0
"A019032","GEAR GRP E12 2.06:1","","","",110680,18,"ELGI ROCD SPARES",0,0
"A019033","GEAR GRP E12 2.29:1","","",null,108594,18,"ELGI ROCD SPARES",0,0
"A019034","GEAR GRP E12 2.33:1","","",null,106505,18,"ELGI ROCD SPARES",0,0
"A019035","GEAR GRP E12 2.52:1","","","",108594,18,"ELGI ROCD SPARES",0,0
"A019036","GEAR GRP E12 2.74:1","","","",107548,18,"ELGI ROCD SPARES",0,0
"A019037","GEAR GRP E12 3.04:1","","",null,107548,18,"ELGI ROCD SPARES",0,0
"A019044","GEAR GROUP E16 1.24:1","","",null,151535,18,"ELGI ROCD SPARES",0,0
"A019046","GEAR GROUP E16 1.46:1","","",null,159111,18,"ELGI ROCD SPARES",0,0
"A019047","GEAR GROUP E16 1.54:1","","","",141798,18,"ELGI ROCD SPARES",0,0
"A019048","GEAR GROUP E16 1.67:1","","",null,141798,18,"ELGI ROCD SPARES",0,0
"A019049","GEAR GROUP E16 1.85:1","","","",141796,18,"ELGI ROCD SPARES",0,0
"A019050","GEAR GROUP E16 1.92:1","","","",141796,18,"ELGI ROCD SPARES",0,0
"A019051","GEAR GROUP E16 2.03:1","","",null,140430,18,"ELGI ROCD SPARES",0,0
"A019052","GEAR GROUP E16 2.23:1","","","",140430,18,"ELGI ROCD SPARES",0,0
"A019053","GEAR GROUP E16 2.26:1","","",null,140430,18,"ELGI ROCD SPARES",0,0
"A019057","GEAR GRP E20 0.96:1","","","",196844,18,"ELGI ROCD SPARES",0,0
"A019058","GEAR GRP E20 1.11:1","","",null,194970,18,"ELGI ROCD SPARES",0,0
"A019059","GEAR GRP E20 1.17:1","","","",193096,18,"ELGI ROCD SPARES",0,0
"A019060","GEAR GRP E20 1.28:1","","","",193096,18,"ELGI ROCD SPARES",0,0
"A019061","GEAR GRP E20 1.37:1","","",null,193096,18,"ELGI ROCD SPARES",0,0
"A019062","GEAR GRP E20 1.45:1","","","",194970,18,"ELGI ROCD SPARES",0,0
"A019063","GEAR GRP E20 1.57:1","","","",193096,18,"ELGI ROCD SPARES",0,0
"A019064","GEAR GRP E20 1.65:1","","",null,193096,18,"ELGI ROCD SPARES",0,0
"A019065","GEAR GRP E20 1.74:1","","",null,193096,18,"ELGI ROCD SPARES",0,0
"A019066","GEAR GRP E20 1.80:1","","","",196863,18,"ELGI ROCD SPARES",0,0
"A019067","GEAR GRP E20 1.94:1","","","",200595,18,"ELGI ROCD SPARES",0,0
"A019068","GEAR GRP E20 2.06:1","","","",191261,18,"ELGI ROCD SPARES",0,0
"A019069","GEAR GRP E20 2.13:1","","","",194970,18,"ELGI ROCD SPARES",0,0
"A019077","GEAR GRP E25 1.33:1 STD","","",null,140640,5,"ELGI & ATS ELGI SPARES",0,0
"A019079","GEAR GRP E25 1.46:1 STD","25S","",null,174278,18,"ELGI ROCD SPARES",0,0
"A019080","GEAR GRP E25 1.50:1 STD","","",null,140640,5,"ELGI & ATS ELGI SPARES",0,0
"A019081","GEAR GRP E25 1.61:1 STD","","","",237792,18,"ELGI ROCD SPARES",0,0
"A019082","GEAR GRP E25 1.80:1 STD","25S","",null,174278,18,"ELGI ROCD SPARES",0,0
"A019083","GEAR GRP E25 1.88:1 STD","","",null,140640,5,"ELGI & ATS ELGI SPARES",0,0
"A019095","GEAR GRP E25S 0.90:1 STD","","",null,247304,18,"ELGI ROCD SPARES",0,0
"A019100","GEAR GRP E20/12 1.65:1&2.35:1","","","",362258,18,"ELGI ROCD SPARES",0,0
"A019101","GEAR GRP E20/12 1.93:1&2.88:1","","","",362258,18,"ELGI ROCD SPARES",0,0
"A019119","GEAR GRP 1.25:1 16S & 16/12","","",null,308442,18,"ELGI ROCD SPARES",0,0
"A019123","GEAR GRP E10 1.59:1 10S NP","","",null,115774,18,"ELGI ROCD SPARES",0,0
"A019125","GEAR GRP E10 2.70:1 10S NP","","",null,115774,18,"ELGI ROCD SPARES",0,0
"A019130","GEAR GRP E12 2.45:1","","","",108592,18,"ELGI ROCD SPARES",0,0
"A019139","VALVE AIR INTAKE 1.75\" AIRCON","","","",21124,18,"ELGI ROCD SPARES",0,0
"A019140","GEAR GRP E12 2.00:1(E30-10)","","",null,108594,18,"ELGI ROCD SPARES",0,0
"A019141","GEAR GRP E12 2.16:1(E37-13)","","","",107548,18,"ELGI ROCD SPARES",0,0
"A019142","GEAR GRP E12 2.81:1(E37-7.5)","","",null,107548,18,"ELGI ROCD SPARES",0,0
"A019152","GEAR GRP GR 1.206:1 159 4/5","","","",113451,18,"ELGI ROCD SPARES",0,0
"A019154","GEAR GRP GR 1.500:1 159 4/5","","","",114553,18,"ELGI ROCD SPARES",0,0
"A019155","GEAR GRP GR 1.679:1 159 4/5","","","",113451,18,"ELGI ROCD SPARES",0,0
"A019156","GEAR GRP GR 2.409:1 159 4/5","","",null,113451,18,"ELGI ROCD SPARES",0,0
"A019160","GEAR GRP E12 3.04:1(E37-7.5)","","","",107548,18,"ELGI ROCD SPARES",0,0
"A019225","GEAR GRP E20/12 1.97/2.98:1","","","",358807,18,"ELGI ROCD SPARES",0,0
"A019228","GEAR GRP TANDEM HR GR 1.487:1","","",null,172717,18,"ELGI ROCD SPARES",0,0
"A019230","GEAR GRP TANDEM HR GR 1.227:1","","","",172717,18,"ELGI ROCD SPARES",0,0
"A019231","GEAR GRP GR 2.548:1 E16","","",null,140430,18,"ELGI ROCD SPARES",0,0
"A019232","GEAR GRP 2.424/3.972:1 E20/12","","",null,315215,18,"ELGI ROCD SPARES",0,0
"A019234","GEAR GRP GR 1.778:1 159 4/5","","","",113451,18,"ELGI ROCD SPARES",0,0
"A019235","GEAR GRP 2.156/3.366:1 E20/12","","",null,400048,18,"ELGI ROCD SPARES",0,0
"A019238","GEAR GRP GR 1.303:1 AXIS-102","","",null,85219,18,"ELGI ROCD SPARES",0,0
"A019239","GEAR GRP GR 1.419:1 AXIS-102","","",null,85219,18,"ELGI ROCD SPARES",0,0
"A019240","GEAR GRP GR 1.467:1 AXIS-102","","","",85219,18,"ELGI ROCD SPARES",0,0
"A019241","GEAR GRP GR 1.5:1   AXIS-102","","","",85219,18,"ELGI ROCD SPARES",0,0
"A019242","GEAR GRP GR 1.679:1 AXIS-102","","",null,85219,18,"ELGI ROCD SPARES",0,0
"A019243","GEAR GRP GR 1.714:1 AXIS-102","","","",85219,18,"ELGI ROCD SPARES",0,0
"A019244","GEAR GRP GR 1.885:1 AXIS-102","","",null,85219,18,"ELGI ROCD SPARES",0,0
"A019245","GEAR GRP GR 1.96 :1 AXIS-102","","","",85219,18,"ELGI ROCD SPARES",0,0
"A019246","GEAR GRP GR 2.16 :1 AXIS-102","","","",86048,18,"ELGI ROCD SPARES",0,0
"A019247","GEAR GRP GR 1.62 :1 AXIS-102","","","",85219,18,"ELGI ROCD SPARES",0,0
"A019248","GEAR GRP GR 1.235:1 AXIS-102","","",null,85219,18,"ELGI ROCD SPARES",0,0
"A019277","GEAR GRP GR 2.08:1  AXIS-159","","",null,112234,18,"ELGI ROCD SPARES",0,0
"A019278","GEAR GRP GR 1.643:1 AXIS-159","","","",112234,18,"ELGI ROCD SPARES",0,0
"A019279","GEAR GRP GR 1.45:1  AXIS-159","","","",112234,18,"ELGI ROCD SPARES",0,0
"A019280","GEAR GRP GR 1.96:1  AXIS-159","","","",115053,18,"ELGI ROCD SPARES",0,0
"A019281","GEAR GRP GR 1.714:1 AXIS-159","","","",112231,18,"ELGI ROCD SPARES",0,0
"A019284","GEAR GRP E12 1.428 (E30-13)","","","",107548,18,"ELGI ROCD SPARES",0,0
"A019288","GEAR GRP GR 2.079:1","","",null,140430,18,"ELGI ROCD SPARES",0,0
"A019289","GEAR GRP GR 2.343:1","","",null,140430,18,"ELGI ROCD SPARES",0,0
"A019293","GEAR GRP E20 1.714:1","","",null,208363,18,"ELGI ROCD SPARES",0,0
"A019294","GEAR GRP E20 2.0:1","","",null,208363,18,"ELGI ROCD SPARES",0,0
"A019295","GEAR GRP E20 1.85:1","","","",208363,18,"ELGI ROCD SPARES",0,0
"A019297","GEAR GRP GR 1.310:1","","",null,140430,18,"ELGI ROCD SPARES",0,0
"A019298","GEAR GRP GR 1.206:1 AXIS-102","","",null,86278,18,"ELGI ROCD SPARES",0,0
"A019299","GEAR GRP GR 1.778:1 AXIS-102","","",null,87952,18,"ELGI ROCD SPARES",0,0
"A019300","GEAR GRP GR 2.04:1  AXIS-102","","",null,86278,18,"ELGI ROCD SPARES",0,0
"A019301","GEAR GRP GR 2.318:1 AXIS-102","","",null,86278,18,"ELGI ROCD SPARES",0,0
"A019306","GEAR GRP GR 2.842:1 159 4/5","","",null,114553,18,"ELGI ROCD SPARES",0,0
"A019307","GEAR GRP GR 2.650:1 159 4/5","","",null,114553,18,"ELGI ROCD SPARES",0,0
"A019308","GEAR GRP GR 2.476:1 159 4/5","","","",114553,18,"ELGI ROCD SPARES",0,0
"A019309","GEAR GRP GR 2.174:1 159 4/5","","",null,114553,18,"ELGI ROCD SPARES",0,0
"A019310","GEAR GRP GR 1.14:1","","",null,159111,18,"ELGI ROCD SPARES",0,0
"A019312","GEAR GRP GR 1.533:1 CU-159","","",null,114553,18,"ELGI ROCD SPARES",0,0
"A019313","GEAR GRP GR 1.846:1 CU-159","","","",113451,18,"ELGI ROCD SPARES",0,0
"A019317","GEAR GRP GR 2.261:1 CU-159","","","",114553,18,"ELGI ROCD SPARES",0,0
"A019322","GEAR GROUP AXIS-284","AXIS 284 AE","",null,171186,5,"ELGI ROCD SPARES",0,0
"A019324","GEAR GRP GR 1.370:1 284 4/5","","",null,243292,18,"ELGI ROCD SPARES",0,0
"A019327","GEAR GRP GR 2.219:1 20S","","",null,194970,18,"ELGI ROCD SPARES",0,0
"A019328","GEAR GRP GR 1.242:1 CU-159","","",null,113451,18,"ELGI ROCD SPARES",0,0
"A019331","GEAR GRP GR 1.192   CU 225","","","",182515,18,"ELGI ROCD SPARES",0,0
"A019332","GEAR GRP GR 1.093   CU 225","","","",182515,18,"ELGI ROCD SPARES",0,0
"A019333","GEAR GRP GR 1.0357:1 CU 225","","","",184285,18,"ELGI ROCD SPARES",0,0
"A019347","GEAR GRP GR 1.404:1  CU 225","","","",182515,18,"ELGI ROCD SPARES",0,0
"A019348","GEAR GRP GR 1.26:1   CU 225","","","",182515,18,"ELGI ROCD SPARES",0,0
"A019350","GEAR GRP GR 0.96:1   CU 225","","","",182515,18,"ELGI ROCD SPARES",0,0
"A019351","GEAR GRP GR 0.883:1  CU 225","","",null,182515,18,"ELGI ROCD SPARES",0,0
"A019352","GEAR GRP GR 0.81:1   CU 225","","","",184285,18,"ELGI ROCD SPARES",0,0
"A019353","GEAR GRP GR 1.327:1  CU 225","","","",184285,18,"ELGI ROCD SPARES",0,0
"A019387","GEAR GROUP 1.22 AXIS-225","","","",182515,18,"ELGI ROCD SPARES",0,0
"A030006","ACTUATOR ASSY, SINGLE ACTING","","","",12301,18,"ELGI RCD SPARES",0,0
"A039007","GEAR GROUP E16 2.26:1(450/150)","","",null,140430,18,"ELGI ROCD SPARES",0,0
"A039017","GEAR GRP 900/200 GR 2.07:1","","",null,193096,18,"ELGI ROCD SPARES",0,0
"A039028","GEAR GRP GR 2.656:1","","",null,121112,18,"ELGI ROCD SPARES",0,0
"A410003","COUPLING ASSY LM220","","",null,62016,18,"ELGI ROCD SPARES",0,0
"A410009","GEAR GROUP 98:19:20 NH1XB","","",null,268694,18,"ELGI ROCD SPARES",0,0
"A410057","GEAR GROUP 109/29/22 NH135","","",null,490323,18,"ELGI ROCD SPARES",0,0
"A410060","CAPACITY CTRL VALVE ASSY NH20","","",null,109064,18,"ELGI ROCD SPARES",0,0
"A410083","CAPACITY CTRL VALVE ASSY NH31","","",null,127296,18,"ELGI ROCD SPARES",0,0
"A410094","I/COOLER ASSEMBLY L =800","","",null,617331,18,"ELGI ROCD SPARES",0,0
"A410095","AFTER COOLER ASSEMBLY L=800","","",null,617331,18,"ELGI ROCD SPARES",0,0
"A410100","MIST SEPERATOR ASSEMBLY","","","",43314,18,"ELGI ROCD SPARES",0,0
"A410102","I/COOLER ASSEMBLY L =500","","",null,536282,18,"ELGI ROCD SPARES",0,0
"A410103","AFTER COOLER ASSY L=500","","","",521751,18,"ELGI ROCD SPARES",0,0
"A410104","I/COOLER ASSEMBLY L =1000","","",null,650982,18,"ELGI ROCD SPARES",0,0
"A410105","AFTER COOLER ASSY L =1000","","",null,677023,18,"ELGI ROCD SPARES",0,0
"A410118","CAPACITY CONTROL VALVE ASSY","","",null,101458,18,"ELGI ROCD SPARES",0,0
"A990000","12S AIREND OIL INJ MOD KIT","","",null,2630,18,"ELGI ROCD SPARES",0,0
"A990016","SPARE KIT,AIREND IISTAGE","","","",85903,18,"ELGI ROCD SPARES",0,0
"A990052","GEAR GRP GR:1.59, AXIS 284","AXIS 284 AE","",null,171186,5,"ELGI ROCD SPARES",0,0
"A990067","LIP SEAL KIT, 20 & 20-16","20S AIREND","",null,20465,18,"ELGI ROCD SPARES",0,0
"A990075","SEAL KIT EL12 MECH-LIP CHANGE","","","",17507,18,"ELGI ROCD SPARES",0,0
"A990076","SEAL KIT EL16 MECH-LIP CHANGE","","","",19572,18,"ELGI ROCD SPARES",0,0
"A990078","GEAR GRP GR:1.326, AXIS 284","","","",325890,18,"ELGI ROCD SPARES",0,0
"A990079","THERMAL VALVE ENCAP AXIS  53","","","",8980,18,"ELGI ROCD SPARES",0,-2
"A990080","MPV ASSY EN 53 / 73S","","","I79/E",2241,18,"ELGI ROCD SPARES",0,1
"A990100","KIT, AIREND BEARING, 73","","","",28938,18,"ELGI ROCD SPARES",0,0
"A990102","KIT, AIREND BEARING, 102 GD","","","",34890,18,"ELGI ROCD SPARES",0,0
"A990103","KIT, AIREND BEARING, 159 DD-BD","","","",52460,18,"ELGI ROCD SPARES",0,0
"A990104","KIT, AIREND BEARING, 159 GD","","","",51293,18,"ELGI ROCD SPARES",0,0
"A990106","KIT, AIREND BEARING, 225 GD","","","I/ZONE4",111497,18,"ELGI ROCD SPARES",0,1
"A990109","KIT, AIREND BEARING, 284 GD","","","",164353,18,"ELGI ROCD SPARES",0,0
"A990111","KIT,A/E LIP SEAL,BEARING, 20S","","","",138697,18,"ELGI ROCD SPARES",0,0
"A990136","KIT, A/E BRG, 2STG, 20/12","","","",148135,18,"ELGI ROCD SPARES",0,0
